Region,Departement,COM_ARRT_VILLE,COMMUNE,QUARTIER_VILLAGE_HAMEAU,CONCESSION,MENAGE,HOMMES,FEMMES,POPULATION
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H11 COGAA MBOYNDOU (JARDIN)",2,2,13,5,18
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H12 GOUREL FONDE",14,24,104,101,205
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H13 WOURO NDIAWDY",1,2,14,9,23
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H14 BARI",1,3,23,13,36
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H15 GADADI DIOUVANABE",32,196,172,190,362
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H16 GADADI WADABÉ",8,50,34,54,88
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,NDORMBOSS,74,91,470,511,981
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"NIANGA EDY",128,156,691,807,1498
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"PATHE GALLO",95,115,574,612,1186
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H1 WOUA WOUA",27,40,216,217,433
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H2 SINTHIOU SILBE",21,29,116,144,260
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H3 SINTHIANE DEMBA HABY",4,10,39,31,70
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,POURY,9,18,95,92,187
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"SASSEL TALBE",83,96,528,666,1194
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H1 KEUR LEBBOU GUI",1,1,6,5,11
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"SINTHIOU DANGDE",170,205,1138,1148,2286
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H1 BONGADJI",7,13,47,30,77
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H2 SORY NGOUNGA",8,12,54,60,114
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H4 DIAMEL DIARALDOU",1,1,6,7,13
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H5 GOUREL MOUSSA",1,1,27,30,57
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"SINTHIOU IFRA",25,30,151,142,293
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H1 THIENEL FOULBE",34,37,175,183,358
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H2 DJOUNDOU",1,2,11,1,12
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H3 KEDELE DAR SALAM",20,29,146,164,310
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,SOKOU,12,18,75,102,177
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,THIALAGA,138,195,865,934,1799
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H1 GNAPANE",2,4,13,10,23
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"THIENEL SAKHOBES",45,71,282,302,584
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H1 OURO MAMADEL",9,14,54,37,91
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H2 GALLOU SOUSKA",6,18,73,82,155
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H3 BAWEL",15,28,114,125,239
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H4 OURO SAMBA GOBI",8,14,41,43,84
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H5 BOWEL BARI",10,13,41,51,92
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"TOULDE GALLE",192,292,1161,1296,2457
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H1 LAGNE",6,8,22,28,50
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,YANANKE,24,35,139,141,280
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H1 BEPAR",10,16,93,82,175
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H2 NDOBANE",1,4,18,20,38
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"PETE MAMADOU DIAMODY",14,15,49,64,113
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"H1 GOUREL DEMBA BINTA",2,2,8,7,15
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,LOBOUDOU,4,4,15,13,28
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,"SAMBA GOREL",1,1,6,4,10
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,VELINGARA,1,1,4,5,9
SAINT-LOUIS,PODOR,"GAMADJI SARE",DODEL,THIAGUE,9,12,44,55,99
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE",ALWAR,60,71,393,404,797
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H1 TOUFNDE BALLY",20,22,88,103,191
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H2 PROJET BOUKA",4,8,25,19,44
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H3 DEMBA BOLO SOW",3,3,9,13,22
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H4 LAHEL GUELADJI KARADJI",9,16,63,72,135
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H5 DIAO",9,12,56,73,129
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H6 MOUNDOUWAYE",37,59,277,313,590
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H7 SAMBA DIALLO",2,2,6,16,22
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H8 WALY DIATTA",7,8,44,49,93
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H9 LOBOUDOU",1,1,5,8,13
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H10 FONDE ALWAR",11,21,84,64,148
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H11 ARRIWELE WALO",11,14,63,68,131
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H12 GOUREL MAMA LY",4,5,13,14,27
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE",DEMBE,43,46,224,230,454
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE",DIARRA,36,44,307,339,646
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H1 SINTHIOU FARBA",4,4,20,28,48
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H2 IBRAHIMA SY",4,4,30,31,61
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H3 THIALMA",29,34,155,162,317
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","GAMADJI SARRE",198,252,1102,1219,2321
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H1 SINTHIOU GAMADJI",15,18,120,77,197
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H2 VELINGARA",15,15,75,67,142
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H3 HANDALOU",7,9,32,43,75
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H4 TAYLANE",16,18,67,60,127
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H5 FETE DJAYE TOROBE",5,8,53,51,104
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H6 BADIAGARA",6,7,39,51,90
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H7 BOULI DIABAL",16,20,88,83,171
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","GOUREL BOLO",31,47,228,251,479
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H1 FAMBAL MOUSSA",16,23,60,91,151
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","KAEL DIARRA",36,39,238,189,427
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","KAEL THIERNO MAMADOU",55,63,305,373,678
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","KOILY GOTTY",3,5,11,17,28
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H1 BOUKI NDOULA FORAGE",7,12,23,42,65
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H2 BINGUEL MODJI",7,12,40,38,78
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H3 OURO PETEL",18,23,87,93,180
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H4 BELGANE I",15,34,106,110,216
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H5 GOUREL BOKI",12,18,57,73,130
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H6 BELGANE II",5,18,30,56,86
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H7 LOUGUE POMEDIO",11,18,59,74,133
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H8 FETERE MOURTODJI",5,18,105,73,178
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H9 YOLI I",7,27,109,86,195
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H10 YOLI II",20,45,144,188,332
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H11 KAREL I",8,22,62,60,122
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H12 LOUBEL BARA",12,34,139,100,239
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H13 BOUKY NDOULA",16,28,76,105,181
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H14 LOUMBOL BOULBE",5,13,37,55,92
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H15 LOUMBOL DADO",4,7,20,20,40
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H16 BOMBODE (OURO DOUROU)",21,59,255,198,453
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H17 KAREL II",3,11,25,25,50
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H18 BOMBODE OURO DARRA",7,13,37,37,74
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H19 MBELOGNE II",4,10,39,35,74
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H20 MBELOGNE III",11,26,119,81,200
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H21 FORAGE BOMBODE",12,23,80,78,158
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H22 KADIOGNE II",8,22,84,105,189
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H23 KADIOGNE I",1,11,42,46,88
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H24 PELEL",9,19,87,76,163
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H25 HAMET KORGA I",10,24,111,102,213
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H26 LALOWI",17,45,214,210,424
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H27 BELONGNE GALLE DIARI",5,15,41,43,84
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H28 MBELOGNE I",9,51,174,179,353
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H29 GOUREL MEGOU",4,4,14,15,29
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H30 BALLA",5,8,20,37,57
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H31 BOUBOU NDIYAME",3,7,32,46,78
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H32 WINDOU DIAME",21,26,98,124,222
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H33 BEVEDJI II",19,22,73,104,177
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H34 BEVEDJI I",18,38,177,203,380
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H35 GASE THIKATAL",9,16,78,53,131
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H36 WOURO SAIDOROU",7,15,38,53,91
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H37 POGUÈL DIAMI",9,9,33,31,64
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H38 WOUROU SAMBA DIOUMEL",5,17,73,66,139
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H39 SINTHIANE BOUKI NDOULA",3,5,20,25,45
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","KOPE MANGAYE",29,35,170,137,307
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H1 PALE KOPE",6,7,22,36,58
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H2 PALE MACHINE",7,7,50,28,78
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H3 SERPOLI",15,22,55,65,120
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","KORKADIEL (LIDOUBE)",44,47,234,264,498
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","MANGAYE (OURO MANGOY)",26,39,150,154,304
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H1 DEGUAYE MAKAGNE",10,17,56,78,134
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H2 ABA",25,50,162,210,372
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H3 OWANDO",18,28,77,103,180
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H4 PETONE",2,4,12,18,30
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H5 BIDA",26,57,180,225,405
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H6 BELEL BOUKI",9,13,63,76,139
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE",NAMAREL,44,67,365,383,748
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H1 HAME KORGA 2",21,48,185,173,358
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H2 BOVEDI LEDEME",17,37,157,150,307
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H3 DIALAMBANE",16,37,152,157,309
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H4 LOUMBOL SINKO",13,34,73,60,133
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H5 BELEL BALA",3,7,34,34,68
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H6 LOUMBOL KOBO",14,29,146,119,265
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H7 LOUMBOL DIAME",8,26,106,95,201
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H8 NAMARDE OURO THILLE",12,32,108,100,208
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H9 NAMARDE OURO GALLO",15,70,113,147,260
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H10 NAMARDE BONI",13,59,146,150,296
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H11 WOURO ABDOUL SIRÉ",5,9,64,60,124
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H12 YOLI III",10,31,107,118,225
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H13 WOURO AMADOU BOYE",2,4,14,7,21
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H14 WOURO DIAM BOUBOU",8,20,57,51,108
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H15 LOUMBOL THIOLY",6,12,39,41,80
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H16 KARA WOURO PATHÉ",4,7,37,23,60
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H17 NAYDÈ WOURO DADÉL",2,5,16,25,41
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H18 NAEDE WOURO SICK",4,20,72,66,138
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H19 NAEDE WOURO SAMBA LEWO",3,8,38,26,64
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H20 NAEDE WOURO DEMBA DIELO",9,18,80,79,159
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H21 NAEDE WOURO GANEL",6,13,29,43,72
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H22 WOURO ALIOU MAMADOU BILLO",8,24,122,122,244
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H23 WOUROU KALIDOU DIOYRÉ",5,14,62,60,122
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H24 NAMARDE WOURO THIOUB",5,24,46,51,97
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H25 WOURO SAYDOU MODY",5,6,21,20,41
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H26 LOUMBOUL THIOWI",10,19,63,80,143
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H27 FAMBAL NGADIACK",6,15,58,65,123
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H28 FAMBAL WODABE",19,35,134,153,287
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H29 WOURO MOUSSA DIAMODY",5,7,34,45,79
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE",NGADIACK,53,62,342,279,621
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE",NGANE,51,57,193,266,459
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H1 TIVAOUANE",3,5,20,12,32
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H2 GANKI BEYLA",8,9,28,34,62
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H3 BAYLA",19,26,130,120,250
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H4 BOCAR COUMBA",9,10,33,44,77
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H5 PATOUDE",36,50,144,191,335
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H6 SABOU ALLAH",34,39,139,168,307
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H7 HARY FOUNDA",23,30,132,151,283
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H8 GADJEL",1,1,3,2,5
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","OURO MALEY",71,86,356,444,800
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H1 GOUREL KEBE",13,14,73,56,129
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","OURO MBAYE",27,36,182,210,392
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE",THIELAO,154,179,949,970,1919
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H1 HOUDOU",14,15,88,77,165
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H2 DIOUKLY",1,1,1,2,3
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H3 BEKEWEKE",3,3,26,20,46
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","NAEDE WOURO SALA (DE LABGAR)",12,29,81,103,184
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","OURO BELO KETHIE",4,8,40,33,73
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H20 WIWANO",5,12,61,38,99
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H2 NDIONGUERE",5,19,86,65,151
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","MADINA GAMADJI",13,34,73,132,205
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","H19 DIABELE",2,2,14,8,22
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","OURO SEYDOU BODIAN",4,5,73,64,137
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","BELOGNE WOUROU SILEY",2,9,37,32,69
SAINT-LOUIS,PODOR,"GAMADJI SARE","GAMADJI SARE","MBELOGNE OURO KALIDEL",5,13,42,37,79
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","AGNAM TONGUEL",123,140,715,742,1457
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE",ATIYA,13,22,80,81,161
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H2 MEDINA FASS",20,28,116,95,211
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H3 TEHENDE YALY",15,22,93,87,180
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","BELELE KELLE",79,91,282,450,732
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE",DADO,39,67,361,332,693
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H2 DOUBEL",4,4,23,25,48
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H3 PODEL MADINA",8,16,87,93,180
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE",DEBOUNAZOL,5,10,22,30,52
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","DIAMA ALWALY",77,95,424,439,863
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H1 SABAR",11,11,58,61,119
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H2 HARI FOUNDA",8,10,49,36,85
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H3 DIAMA WOURO",2,2,5,6,11
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H4 KORKADJI",42,46,210,200,410
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H5 OURO THIAMON",5,6,30,33,63
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H6 PALLE KELLY",19,21,98,98,196
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H7 OURO DORO",6,7,38,30,68
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","DIAMBO DIAOBE",37,59,266,285,551
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H1 FONDE THILALE",4,5,18,16,34
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","DIAMBO THIOUBALO",74,79,479,426,905
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H1 LOUMBOL SAMBANABE",11,33,163,132,295
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H2 DAL ALIOU",9,11,44,47,91
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H3 WOUROU ALY",4,8,40,40,80
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE",DIATAR,191,251,1198,1155,2353
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H1 REGUESS BOURSOUDOU",13,13,57,85,142
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H2 VANDE KADE",12,22,149,110,259
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","DIEGUESS DAROU SALAM",40,50,184,251,435
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H1 LORTI",16,19,85,115,200
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H2 GUEDE DIERI",52,61,226,287,513
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE",DONAYE,15,16,87,83,170
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H1 TOGUEL",6,6,36,26,62
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H2 OURO HADY SALL",9,17,60,55,115
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H3 GAYO",9,15,54,48,102
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H5 MACINE",9,9,36,44,80
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","DONAYE TAREDJI",378,423,2079,2135,4214
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H1 MAWNDOU",6,8,31,28,59
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H1 FASS TAREDJI",9,12,51,57,108
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE",DOUE,93,131,781,797,1578
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H1 KEUR MAMADOU BOUBOU DIA",2,4,23,18,41
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H2 BOYELE",2,2,8,7,15
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H3 NDIAGORE",2,4,16,15,31
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H4 MBARANE 1",3,8,59,26,85
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H5 ISSA SALL",1,4,19,22,41
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H6 MBARANE 2",6,6,42,30,72
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","FONDE ASS",41,60,302,259,561
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H1 ANTENNE DABAYE",8,11,51,42,93
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H2 OURO SIDY",11,12,80,67,147
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H3 MEDINA MAMADOU",8,8,49,37,86
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H4 FALO SEWNGO",8,13,45,53,98
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","GOUMEL GOULADJI",21,39,172,170,342
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","GUEDE VILLAGE",188,236,1076,1021,2097
SAINT-LOUIS,PODOR,"GAMADJI SARE","GUEDE VILLAGE","H1 MBANTOU WALO",12,17,99,83,182
